issue_key,associated_story_key,associated_epic_key,associated_epic_name,epic_link_path,linked_story_count
NXT-27325,,NXT-20609,IM - Menu Item Management(R5),direct_parent,0
NXT-27059,,NXT-24065,IM - UI Improvements (R5),direct_parent,0
NXT-27058,,NXT-24065,IM - UI Improvements (R5),direct_parent,0
NXT-27046,,NXT-24065,IM - UI Improvements (R5),direct_parent,0
NXT-26932,,NXT-13227,IM - Reports (R5),direct_parent,0
NXT-26911,,NXT-20609,IM - Menu Item Management(R5),direct_parent,0
NXT-26906,,NXT-40488,IM - Menu Item Consolidation Cleanup,direct_parent,0
NXT-26888,,NXT-13227,IM - Reports (R5),direct_parent,0
NXT-26820,,NXT-29726,IM - General Enhancements (R6.2),direct_parent,0
NXT-26817,,NXT-29726,IM - General Enhancements (R6.2),direct_parent,0
NXT-26816,,NXT-26823,IM - Item Type Consolidation - Recipe Rework,direct_parent,0
NXT-26814,,NXT-38088,IM - Item Type Consolidation - Item Master & Module Improvements,direct_parent,0
NXT-26811,,NXT-18664,IM - Item Enhancements R5,direct_parent,0
NXT-26810,,NXT-18664,IM - Item Enhancements R5,direct_parent,0
NXT-26809,,NXT-36067,IM - Item Units & Sub-types,direct_parent,0
NXT-26808,,NXT-18664,IM - Item Enhancements R5,direct_parent,0
NXT-26779,,NXT-13227,IM - Reports (R5),direct_parent,0
NXT-26267,,NXT-24065,IM - UI Improvements (R5),direct_parent,0
NXT-26266,,NXT-24065,IM - UI Improvements (R5),direct_parent,0
NXT-26260,,NXT-19104,IM - Item Substitution,direct_parent,0
NXT-26186,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-26153,,NXT-29726,IM - General Enhancements (R6.2),direct_parent,0
NXT-25795,,NXT-24065,IM - UI Improvements (R5),direct_parent,0
NXT-25728,,NXT-20609,IM - Menu Item Management(R5),direct_parent,0
NXT-25727,,NXT-20609,IM - Menu Item Management(R5),direct_parent,0
NXT-25726,,NXT-20609,IM - Menu Item Management(R5),direct_parent,0
NXT-25725,,NXT-20609,IM - Menu Item Management(R5),direct_parent,0
NXT-25653,,NXT-24065,IM - UI Improvements (R5),direct_parent,0
NXT-25594,,NXT-20609,IM - Menu Item Management(R5),direct_parent,0
NXT-25593,,NXT-20609,IM - Menu Item Management(R5),direct_parent,0
NXT-25592,,NXT-20609,IM - Menu Item Management(R5),direct_parent,0
NXT-25591,,NXT-18664,IM - Item Enhancements R5,direct_parent,0
NXT-25471,,NXT-24065,IM - UI Improvements (R5),direct_parent,0
NXT-25250,,NXT-13227,IM - Reports (R5),direct_parent,0
NXT-24975,,NXT-20609,IM - Menu Item Management(R5),direct_parent,0
NXT-24910,,NXT-19105,IM - Onboarding,direct_parent,0
NXT-24866,,NXT-24984,IM-TechDebt-Enablers,direct_parent,0
NXT-24856,,NXT-4624,IM - Data Query Framework Integration,direct_parent,0
NXT-24855,,NXT-4624,IM - Data Query Framework Integration,direct_parent,0
NXT-24652,,NXT-29726,IM - General Enhancements (R6.2),direct_parent,0
NXT-24520,,NXT-24065,IM - UI Improvements (R5),direct_parent,0
NXT-24519,,NXT-24065,IM - UI Improvements (R5),direct_parent,0
NXT-24457,,NXT-24065,IM - UI Improvements (R5),direct_parent,0
NXT-24279,,NXT-24065,IM - UI Improvements (R5),direct_parent,0
NXT-24267,,NXT-24065,IM - UI Improvements (R5),direct_parent,0
NXT-24195,,NXT-24065,IM - UI Improvements (R5),direct_parent,0
NXT-24149,,NXT-19102,IM - Item Creation Workflow (Enhancements),direct_parent,0
NXT-24128,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-24050,,NXT-19104,IM - Item Substitution,direct_parent,0
NXT-24048,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-24047,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-24041,,NXT-18665,IM - Reports (R4),direct_parent,0
NXT-24030,,NXT-19102,IM - Item Creation Workflow (Enhancements),direct_parent,0
NXT-24028,,NXT-19102,IM - Item Creation Workflow (Enhancements),direct_parent,0
NXT-24022,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-24014,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-24011,,NXT-24065,IM - UI Improvements (R5),direct_parent,0
NXT-23589,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-23571,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-23501,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-23323,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-23322,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-23246,,NXT-24065,IM - UI Improvements (R5),direct_parent,0
NXT-23235,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-23234,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-23006,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-22969,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-22800,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-22782,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-22668,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-22667,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-22664,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-22663,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-22617,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-22616,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-22615,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-22614,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-22613,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-22612,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-22256,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-22240,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-22239,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-22236,,NXT-18665,IM - Reports (R4),direct_parent,0
NXT-22125,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-22124,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-22062,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-22059,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-22058,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-22057,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-22056,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-22055,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-22054,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-22053,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-22052,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-22023,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-22022,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-21943,,NXT-19101,IM - (E) Item-Recipe Consolidation,direct_parent,0
NXT-21929,,NXT-19101,IM - (E) Item-Recipe Consolidation,direct_parent,0
NXT-21787,,,,none,0
NXT-21786,,NXT-19101,IM - (E) Item-Recipe Consolidation,direct_parent,0
NXT-21673,,,,none,0
NXT-21346,,NXT-18665,IM - Reports (R4),direct_parent,0
NXT-21294,,NXT-19099,IM - Global Catalog - Phase 2 Integration (sync),direct_parent,0
NXT-21293,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-21182,,NXT-11036,IM - USDA Requirements,direct_parent,0
NXT-21157,,NXT-4624,IM - Data Query Framework Integration,direct_parent,0
NXT-20782,,NXT-5181,Item Management - Recipe (Create),direct_parent,0
NXT-20656,,NXT-20609,IM - Menu Item Management(R5),direct_parent,0
NXT-20655,,NXT-20609,IM - Menu Item Management(R5),direct_parent,0
NXT-20654,,NXT-20609,IM - Menu Item Management(R5),direct_parent,0
NXT-20653,,NXT-20609,IM - Menu Item Management(R5),direct_parent,0
NXT-20604,,NXT-19101,IM - (E) Item-Recipe Consolidation,direct_parent,0
NXT-21456,,,,none,0
NXT-20561,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-20240,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-19907,,NXT-19101,IM - (E) Item-Recipe Consolidation,direct_parent,0
NXT-19905,,NXT-19101,IM - (E) Item-Recipe Consolidation,direct_parent,0
NXT-19904,,NXT-19101,IM - (E) Item-Recipe Consolidation,direct_parent,0
NXT-19901,,NXT-19101,IM - (E) Item-Recipe Consolidation,direct_parent,0
NXT-19898,,NXT-19101,IM - (E) Item-Recipe Consolidation,direct_parent,0
NXT-19889,,NXT-24065,IM - UI Improvements (R5),direct_parent,0
PCS-645,,,,none,0
NXT-19862,,,,none,0
NXT-19857,,NXT-5181,Item Management - Recipe (Create),direct_parent,0
NXT-19197,,NXT-18665,IM - Reports (R4),direct_parent,0
NXT-19196,,NXT-18665,IM - Reports (R4),direct_parent,0
NXT-19193,,NXT-13227,IM - Reports (R5),direct_parent,0
NXT-19192,,NXT-18665,IM - Reports (R4),direct_parent,0
NXT-19191,,NXT-18665,IM - Reports (R4),direct_parent,0
NXT-19190,,NXT-18665,IM - Reports (R4),direct_parent,0
NXT-19131,,NXT-19104,IM - Item Substitution,direct_parent,0
NXT-19035,,NXT-11036,IM - USDA Requirements,direct_parent,0
NXT-18822,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-18731,,NXT-13742,IM - Item/Recipe Image Updates,direct_parent,0
NXT-18728,,NXT-13742,IM - Item/Recipe Image Updates,direct_parent,0
NXT-18701,,NXT-11036,IM - USDA Requirements,direct_parent,0
NXT-18697,,NXT-11036,IM - USDA Requirements,direct_parent,0
NXT-18603,,NXT-11036,IM - USDA Requirements,direct_parent,0
NXT-18602,,NXT-11036,IM - USDA Requirements,direct_parent,0
NXT-18580,,NXT-11036,IM - USDA Requirements,direct_parent,0
NXT-18578,,NXT-11036,IM - USDA Requirements,direct_parent,0
NXT-18498,,NXT-19099,IM - Global Catalog - Phase 2 Integration (sync),direct_parent,0
NXT-18206,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-18204,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-17791,,NXT-13780,IM - UI Improvements,direct_parent,0
NXT-17104,,NXT-19147,,direct_parent,0
NXT-14066,,NXT-19099,IM - Global Catalog - Phase 2 Integration (sync),direct_parent,0
NXT-13231,,NXT-18665,IM - Reports (R4),direct_parent,0
NXT-13229,,NXT-18665,IM - Reports (R4),direct_parent,0
NXT-11032,,NXT-10251,Item Management - Items and Recipes (UI Migration),direct_parent,0
NXT-11030,,NXT-10251,Item Management - Items and Recipes (UI Migration),direct_parent,0
NXT-3033,,NXT-29840,IM - UI Improvements (R6),direct_parent,0
NXT-1780,,NXT-13780,IM - UI Improvements,direct_parent,0
