key,label,request_type,module,issuetype,status,summary
NXT-67467,general-product,,Insights,Story,Story Refinement/Efforting,Insights Dashboard - Inventory turnover rate slide out
NXT-67468,general-product,,Insights,Story,Story Refinement/Efforting,Insights Dashboard - Card for  Physical inventory discrepancy
NXT-67469,general-product,,Insights,Story,Story Refinement/Efforting,Insights Dashboard -  Physical inventory discrepancy Slide out
NXT-67470,general-product,,Insights,Story,Done Done,Insights > Insights Dashboard Page - Inventory Value KPI (Backend)
NXT-67471,general-product,,Insights,Story,Done Done,Insights > Insights Dashboard Page - Inventory Turnover Rate  (Backend)
NXT-67472,general-product,,Insights,Story,Done Done,Insights > Dashboard Page - Physical Inventory Discrepancy KPI (Backend)
NXT-67475,general-product,,Menu Planning,Story,Done Done,Central realm> MP > Forecast > Combined forecast : Excel report - District breakdown for combined forecast report
NXT-67476,general-product,,Menu Planning,Story,Done Done,MP > Recipe tagging based on common Ingredient tags
NXT-67477,general-product,,Menu Planning,Story,Done Done,MP> Menus > Menu cycle > Editing menu cycles in menu planner view by proving View link in the results grid.
NXT-67478,general-product,,Menu Planning,Story,Done Done,MP > Menus /Weekly analysis : Support for serving size ranges to limit added sugars value in breakfast cereal.
NXT-67479,customer-specific,direct,Financials,Story,Done Done,Tullahoma Financials enhancements
NXT-67480,general-product,,Menu Planning,Story,Done Done,Menu publishing APIs for Quest
NXT-67481,general-product,,Financials,Story,Done Done,Financials >  Purchase orders Functionality Enhancements
NXT-67485,general-product,,Workspace,Story,Done Done,Menu Analysis- Sites Performance - Add Produced Column & Totals for all columns
NXT-67488,general-product,,Workspace,Story,Done Done,Menu Analysis - Menu Item Performance - Add Cost per serving and Column level filters
NXT-67503,general-product,,Financials,Story,New,State template story
NXT-67531,general-product,,Item Management,Story,Done Done,IM - Bulk Item - Start Update Session
NXT-67532,general-product,,Financials,Story,Done Done,Story 1 — Account Code Structure (UI Build)
NXT-67533,general-product,,Financials,Story,Done Done,Story 2 — Store & Maintain State Templates (Admin)
NXT-67534,general-product,,Financials,Story,Done Done,Story 3 — Apply State Template (District)
NXT-67538,general-product,,Family Hub,Enhancement,Done Done,FamPortal - Low Balance Alerts/Make Payments - Update communication to specify alternate payment methods (Part 1)
NXT-67539,general-product,,Financials,Story,New,User Story 4: View Changes (History)  (UI)
NXT-67540,general-product,,Financials,Story,New,User Story 5: Store and Manage Account Code Structure Versions (Backend)
NXT-67541,general-product,,Financials,Story,New,Story 6: Save Account Code Structure with Effective Dates (UI)
NXT-67554,general-product,,System,Story,Future Merge,Observations in LMA
NXT-67559,general-product,,Family Hub,Story,In Progress,FamPortal - Research/Implement New Age Verification Requirements
NXT-67563,general-product,,Item Management,Story,Done Done,IM - Bulk Item - Overview Section Status Updates
NXT-67565,general-product,,Item Management,Story,Done Done,IM - Bulk Item - Update Nutrients (Individual Slideout)
NXT-67568,general-product,,Item Management,Story,Done Done,IM - Bulk Item - Serving Info Validations & Multiple Servings
NXT-67569,general-product,,Item Management,Story,Done Done,IM - Bulk Item - Update Menu Item Info & Validations
NXT-67585,general-product,,Item Management,Story,Done Done,IM - Bulk Item - Images and Docs Section
NXT-67587,general-product,,Item Management,Story,Done Done,IM - Bulk Item - View Mode for Items in a Session
NXT-67593,general-product,,System,Story,New,Dynamic env config and APIM Injection for the required Modules
NXT-67596,general-product,,Item Management,Story,Done Done,IM - Bulk Item - Update Nutrients Multiple Servings
NXT-67613,general-product,,Inventory,Story,Future Merge,INV - Orders & Receipts - Update Quick Receipt to match redesign
NXT-67614,general-product,,Inventory,Story,Done Done,INV - Hotshot Distributions - Pre-generate Order & Receipt
NXT-67615,general-product,,Inventory,Story,Done Done,INV - Hotshot Distributions - Cancel Orders on Revert Shipment
NXT-67617,general-product,,Inventory,Story,Done Done,INV - Distribution - Hotshot (manual) Distributions - Assign through Ship
NXT-67621,migration,,Platform - Data Exchange,Story,New,District Migration-Anchorage School District-BO Migration
NXT-67632,general-product,,Item Management,Story,Done Done,IM - Bulk Item - Update Contributions Multiple Servings
NXT-67633,general-product,,Item Management,Story,Done Done,IM - Bulk Item - Update Contributions (Individual Item Slideout)
NXT-67634,general-product,,Item Management,Story,Done Done,"IM - Bulk Item - Contributions Section add ""None"" Option"
NXT-67635,general-product,,Item Management,Story,UX in Progress,IM - Bulk Item - Bulk Apply for Allergens
NXT-67674,general-product,,Financials,Story,New,Account Deletion Logic
NXT-67675,general-product,,Financials,Story,Done Done,Add New Account Form
NXT-67676,general-product,,Financials,Story,New,Transaction Snapshot Logic
NXT-67677,general-product,,Financials,Story,Done Done,Account Category Detection and Sync
NXT-67686,general-product,,System,Story,Future Merge,Track Login & Logout for each Session in Table Storage
NXT-67708,general-product,,PE Insights,Story,Done Done,WS - Benchmark - Configuration -Show prior year benchmark values for each site and each KPI (PE & SC)
NXT-67722,general-product,,Global Catalog,Story,New,*GC > GDSN Connect (SC) - Items upload page >  Item Updates tab : Bulk Updates functionality for all selected items 
NXT-67723,general-product,,Global Catalog,Story,Ready for Development,GC > GDSN Connect (SC)> Upload items page - Item updates tab:  Updating single item from item slide out panel
NXT-67725,general-product,,Global Catalog,Story,Ready for Development,GC >GDSN Connect > SC >  Upload items page > Item Updates tab :  Single item updates: Mark as reviewed button functionality
NXT-67866,general-product,,Accountability,Story,Done Done,Acc - Special Provision updates for 5 decimal places
NXT-67871,general-product,,Inventory,Story,Done Done,INV/MP/PR - Change Site display to common format
NXT-67933,general-product,,Global Catalog,Enhancement,Future Merge,GC - PE- Item catalog - Allow filtering and sorting of  items using column headers. 
NXT-67934,general-product,,Global Catalog,Enhancement,Future Merge,GC -SC -Item management -  Upload items page - Search Database tab- Allow filtering and sorting of  items using column headers.
NXT-67937,general-product,,Family Hub,Enhancement,Done Done,FamPortal - Super Admin - Configure Districts - Add new permission for 'Documents' link
NXT-67942,general-product,,Family Hub,Enhancement,Done Done,FamPortal - Alternate Payment Methods (Part 2) - Update other templates/areas to specify alternate payment methods
NXT-67943,general-product,,System,Enhancement,New,Delete Me
NXT-67944,general-product,,Family Hub,Enhancement,Done Done,FamPortal - Super Admin - Configure Districts - Add 'Accept'/'Reject' buttons to Documents window
NXT-67945,uncertain,,Family Hub,Enhancement,New,SchoolCafé - Admin - Settings - Add setting to hide Eligibility Info - Notifications content
NXT-67946,general-product,,Family Hub,Enhancement,Done Done,FamPortal - Super Admin - Configure Districts - Add 'View Agreement History' link from Classic
NXT-67947,customer-specific,FD,Family Hub,Enhancement,Done Done,FamPortal - School Menus - Modify Category/Item Display order logic
NXT-67993,general-product,,Global Catalog,Story,Future Merge,"GC Portal -Add Columns for nutrients, allergens, meal credits, stock item information"
NXT-68020,general-product,,Global Catalog,Story,Ready for Development,GC > [Tech Debt] Optimizing tables and SPs.  [not required anymore code refactoring was completed in dec 2025]
NXT-68024,general-product,,Accountability,Story,Done Done,FO - Reports > Editcheck Worksheet > necessary changes for release
NXT-68060,general-product,,Global Catalog,Story,New,*GC- PE- Match Status counts needs to be corrected as GTIN search supports search with Product code and Vendor item number fields. 
NXT-68061,general-product,,Global Catalog,Story,Committed,GC -PE - Vendors display on item popup if vendor information is available for an item.
NXT-68062,general-product,,Global Catalog,Story,New,*GC- PE - Enhancements to show missing information data source on item information.
NXT-68063,general-product,,Global Catalog,Story,New,*GC- SC - Enhancements to show missing information data source on item information.
NXT-68064,general-product,,Global Catalog,Story,Story Refinement/Efforting,GC Portal - Display data source on item information popup and in the results grid as a tooltip. 
NXT-68065,general-product,,Global Catalog,Story,New,*GC- SC- Match Status counts needs to be corrected as GTIN search supports search with Product code and Vendor item number fields.
NXT-68066,general-product,,Global Catalog,Story,Ready For Testing,GC Portal - Column filters and Sorting for both Cybersoft and USDA branded foods
NXT-68094,general-product,,Production,Story,Done Done,Report scheduling and  distribution for Production reports. 
NXT-68095,general-product,,Menu Planning,Story,Done Done,CN ingredients updates
NXT-68096,general-product,,System,Story,Future Merge,SC - MT - Settings Update
NXT-68097,general-product,,System,Story,In Progress,SC - MT - Licenses Update
NXT-68098,general-product,,System,Story,New,SC - MT - Common UI Controls Update
NXT-68099,general-product,,System,Story,New,SC - MT - Reporting and Data Queries Update
NXT-68100,general-product,,Platform - Data Exchange,Story,Story Refinement/Efforting,SC - Multi Tenant - Data Exchange Update
NXT-68103,general-product,,Platform - Data Exchange,Story,Done Done,DE-SFTP Adult Import-Validate the import file before importing it.
NXT-68104,general-product,,Item Management,Story,Done Done,IM - Bulk Item - Nutrients - Provide Missing checkbox
NXT-68109,general-product,,System,Enhancement,Done Done,"When the CN workspace is enabled, a token is being appended to the URL when redirecting to SchoolCafe. This token should be removed."
NXT-68116,general-product,,Item Management,Story,Done Done,IM - Items - Contributions - Add 'No Contributions' option
NXT-68119,general-product,,Platform - Data Exchange,Story,Done Done,"SchoolCafe- remove the Special Permission and General Permission tabs for every admin role, but leave the Users tab as it is."
NXT-68143,general-product,,Global Catalog,Story,Future Merge,"GC- PE and SC-Item Search API logic- Enhancing the GTIN Search criteria to search by GTINs, Product codes, and Vendor item numbers for all Data providers."
NXT-68148,general-product,,Global Catalog,Story,Done Done,GC - USDA BF: API for reading Allergens from Ingredients information. 
NXT-68187,general-product,,Inventory,Enhancement,Done Done,INV - Orders - Consider Distribution status for Merge Order function
NXT-68188,general-product,,SCTV,Story,Ready For Testing,Display Meal-Specific Empty State Message
NXT-68192,general-product,,Global Catalog,Story,Future Merge,GC - PE - Item Catalog in PE - Export meal credits when exporting ingredients only option. 
NXT-68193,general-product,,Global Catalog,Story,Future Merge,GC portal - Display serving size for contribution section and allow editing when editing the item details.
NXT-68212,general-product,,System,Story,Done Done,SC - MT - Users Update
NXT-68222,general-product,,PE Insights,Story,Done Done,SC-PE-Insights-Multi Select UI-Add Apply and Clear buttons
NXT-68245,general-product,,Catering,Enhancement,Done Done,Catering - Add SSO for SchoolCafé
NXT-68249,customer-specific,FD,Menu Planning,Enhancement,Done Done,Texas City - Pre-K Meal pattern(2 of 5 Components) 
NXT-68250,customer-specific,direct,Menu Planning,Enhancement,New,Texas City - Snack Pre-K Meal pattern and CACFP
NXT-68252,general-product,,Accountability,Story,Story Refinement/Efforting,Acc - Meal Count Report - Serving days by selected program / CACFP
NXT-68254,general-product,,Accountability,Story,Story Refinement/Efforting,FO - Templates - Add Privacy Field as a field option
NXT-68256,customer-specific,FD,Eligibility,Story,Done Done,"Elig - Verification - 2026 QoL Updates, Include CEP Setting Update"
NXT-68291,general-product,,Financials,Story,New,Add New Entry (Backend)
NXT-68294,general-product,,Financials,Story,Done Done,Fin - Reverse transactions from General Ledger (UI)
NXT-68295,general-product,,Financials,Story,New,Track transaction reversals in data model (Backend)
NXT-68312,general-product,,Financials,Story,Done Done,Fin - Configure Site-Level GL Sub-Accounts for Each District Account
NXT-68316,general-product,,Platform - Data Exchange,Story,Done Done,DE - SFTP > Student Import>Validate the import file before importing it
NXT-68317,general-product,,Mobile App,Story,Testing,K12 - WS - PE Announcements
NXT-68318,general-product,,Mobile App,Story,PO Review,K12 - WS - PE Teams
NXT-68320,general-product,,Mobile App,Story,Future Merge,CC - WS - Profile Updates
NXT-68352,general-product,,Global Catalog,Enhancement,New,List of Enhancements in PE.
NXT-68364,general-product,,Item Management,Story,Done Done,IM - Menu Items - Include 'Added Sugar Product' in Menu Item Flags
NXT-68441,general-product,,Global Catalog,Enhancement,Ready For Testing,Optimize Search/Get/View Performance Endpoints and Refactor API Responses for SC
NXT-68529,general-product,,System,Story,New,Performance & Recommendations
NXT-68548,general-product,,Financials,Story,Done Done,Fin - General Ledger Excel Export (Per Account)
NXT-68549,general-product,,Financials,Story,Done Done,Fin - Generate Journal Excel export for selected posted date range
NXT-68555,general-product,,System,Story,New,Observations in District licenses.
NXT-68565,general-product,,Item Management,Story,New,IM - Bulk Item - Overview filters
NXT-68570,general-product,,Financials,Story,Done Done,Fin - Lock GL Account Base Type After Activity Is Posted
NXT-68590,general-product,,Item Management,Story,Done Done,IM - Bulk Item - Check Updates
NXT-68616,general-product,,System,Story,Future Merge,Track Login & Logout - UX
NXT-68618,general-product,,Item Management,Enhancement,Done Done,USDA - IM/MP/PR - Show % of calories for added sugar with 0
NXT-68631,general-product,,System,Story,Future Merge,SC - MT - District Dashboard
NXT-68632,migration,,Platform - Data Exchange,Story,Done Done,District Migration-Mankato Area Public Schools ISD 77
NXT-68633,general-product,,System,Story,Future Merge,SC - MT - Resource Catalogue Update
NXT-68635,general-product,,Financials,Story,Done Done,Fin - Reports Landing Page – Report Selection
NXT-68637,general-product,,Financials,Story,Done Done,"Fin - General Ledger Report – Account Selection, Export Generation"
NXT-68638,general-product,,System,Story,Future Merge,SC - MT - Roles & Permissions for Child Realms
NXT-68639,general-product,,System,Story,Future Merge,SC - MT - Roles & Permissions Central Admin
NXT-68640,general-product,,System,Story,Done Done,SC - MT - Navigation Menu Update
NXT-68641,general-product,,Financials,Story,Done Done,"Fin - Journal Report – Location Selection, Export Generation, and Recent Journal Reports"
NXT-68642,general-product,,System,Story,Future Merge,SC - MT - Change District Update
NXT-68643,general-product,,Financials,Story,Done Done,"Fin - Revenue and Expenditure (P&L) Report – Parameters, Multi-Site Exports "
NXT-68658,general-product,,Financials,Story,Done Done,FIN - Implement Financial Periods Management (Generate + Manage Tabs)
NXT-68659,general-product,,Financials,Story,Done Done,"Fin - Display Net Income, Revenue, and Expenses Summary Card on Financial Dashboard"
NXT-68660,general-product,,Financials,Story,Story Refinement/Efforting,Implement Site-by-Site Performance Table
NXT-68663,general-product,,PE Insights,Story,Done Done,PE-SC-Reload the KPI page when the user adds or updates the Benchmark value for a site on the Benchmark configuration page.
NXT-68672,general-product,,System,Enhancement,Done Done,LMA | Few enhancements required
NXT-68685,general-product,,System,Story,In Progress,UI Components Restructure - Package Upgrade
NXT-68708,general-product,,Financials,Story,New,Add Required “Entry Type” Field to Manual Journal Entries
NXT-68719,general-product,,Financials,Story,New,Backend Calculations for Profit & Loss Report
NXT-68732,general-product,,Item Management,Story,New,IM - Bulk Item - Update Use a File
NXT-68733,general-product,,Item Management,Story,Done Done,IM - Bulk Item - Updates Publish to Local
NXT-68734,general-product,,Inventory,Story,New,Insights - Insights Dashboard Page - Inventory Value KPI (Backend)
NXT-68735,general-product,,Inventory,Story,New,Insights - Dashboard Page - Physical Inventory Discrepancy KPI (Backend)
NXT-68736,general-product,,Inventory,Story,New,Insights - Insights Dashboard Page - Inventory Turnover Rate  (Backend)
NXT-68770,general-product,,Financials,Story,New,Backend Calculations for Profit & Loss Report
NXT-68797,general-product,,Global Catalog,Story,Future Merge,"GC- SC-  Allergens column in search results grid should consider the flag for  ""None Indicated for Allergens"" "
NXT-68824,general-product,,PE Insights,Story,Done Done,PE and SC-Show the API version on the UI
NXT-68843,general-product,,System,Story,Future Merge,LMA - Observations
NXT-68910,uncertain,,Family Hub,Enhancement,Done Done,FamPortal- Miscellaneous Small Changes 2026 Q1 (Part 1)
NXT-68969,general-product,,Item Management,Story,Story Refinement/Efforting,IM - Direct Menu Items - Remove mention of 'Recipe' from Steps card
NXT-68970,general-product,,Accountability,Enhancement,Ready for Development,Acc/AcctMgt - Add/Edit Tx - Update bonus amount when adding/adjusting transactions on the website
NXT-68985,general-product,,PE Insights,Story,Done Done,WS - PE-SC-Benchmark DB table schema changes to support Audit Log
NXT-68986,general-product,,Family Hub,Enhancement,Done Done,FamPortal- Admin - Add 'Hide Meal App if Site is CEP' setting (Carry-foward from Classic)
NXT-69022,general-product,,PE Insights,Story,New,PE - WS - Insights - Waste - Days from Production Records
NXT-69059,general-product,,Financials,Story,New,Create system accounts when Financials license is activated (Backend)
NXT-69062,general-product,,Financials,Story,New,Ledger Entry Rules for POS-related Transactions
NXT-69070,general-product,,Financials,Story,New,Account Mapping Wizard
NXT-69071,general-product,,Financials,Story,New,Configure Payroll System Accounts and Generate Ledger Entry Templates
NXT-69081,general-product,,PE Insights,Story,Done Done,PE-Phase 2-Benchmark-Configuration-Schema changes-SQL Script
NXT-69084,general-product,,Financials,Story,Done Done,Fin - Account Mapping Management View
NXT-69097,general-product,,Financials,Story,Done Done,Fin - Static Data Points
NXT-69098,general-product,,Financials,Story,Ready for Development,Dynamic POS Data Points (Config-Based)
NXT-69099,general-product,,Financials,Story,Done Done,Fin - Dynamic Inventory Data Points (Config-Based)
NXT-69100,general-product,,Financials,Story,Done Done,Fin - User-Created Data Points
NXT-69101,general-product,,POS,Story,Done Done,POS > Square Implementation Research Task
NXT-69103,general-product,,Inventory,Enhancement,Done Done,INV - Distribution - Small Issues & Enhancements
NXT-69114,general-product,,Financials,Story,Done Done,Fin - Complete Mapping on Account Mapping Page
NXT-69127,general-product,,Financials,Story,New,Change GL Account Mapping
NXT-69272,general-product,,Financials,Story,Done Done,Fin - Data Point History Tracking
NXT-69292,customer-specific,FD,Menu Planning,Enhancement,Done Done,SC Implementation - Hill City ISD #2 - Nutrient Report Issue
NXT-69308,general-product,,System,Story,Done Done,SC - MT - User Profile - Roles and permissions Grid (workspace and system)
NXT-69313,general-product,,System,Story,Future Merge,SC- MT -Add a new selection item in Users page with Unassigned label.
NXT-69317,general-product,,System,Story,Done Done,SC - MT - User Update - Show history
NXT-69338,general-product,,Menu Planning,Enhancement,New,MP/PR - Analysis with missing days or serving groups
NXT-69341,uncertain,,Family Hub,Enhancement,Done Done,FamPortal - School Menus - Add settings to control field behavior display 'Contains' allergen texts
NXT-69345,general-product,,System,Story,Future Merge,For a central user there should be a screen to view all the districts and countys under that state.
NXT-69359,general-product,,Item Management,Story,Done Done,IM - Bulk Item - Capture History for all sections (Update)
NXT-69360,general-product,,Item Management,Story,Done Done,IM - Bulk Item - Capture History (Onboarding)
NXT-69375,general-product,,PE Insights,Story,In Progress,PE-SC-WS-Benchmark-Audit Log-Search
NXT-69376,general-product,,PE Insights,Story,New,Reuse
NXT-69386,general-product,,Financials,Story,New,Update Profit & Loss Revenue Section
NXT-69388,general-product,,Financials,Story,New,Push POS Reimbursement Claims to Financials for Automation (Backend)
NXT-69392,general-product,,Financials,Story,Done Done,Fin - Display Data Point Business Rules in Account Mapping
NXT-69413,general-product,,System,Story,Future Merge,Code refactoring for Notification scheduler  sync agent
NXT-69421,general-product,,Financials,Story,Done Done,Fin - Global Excel Import for GL Account Categories and GL Accounts
NXT-69422,general-product,,Financials,Story,Done Done,Fin - Editing GL accounts
NXT-69433,general-product,,Financials,Story,Done Done,Fin - Show data points associated with an account on the GL Accounts page
NXT-69435,general-product,,Platform - Data Exchange,Story,Done Done,Fin - General Ledger Accounts – Add to Import Types
NXT-69463,customer-specific,FD,Menu Planning,Enhancement,Done Done,MP- Pre-K Meal pattern(2 of 5 Components) - Adjust Nutrition Report and Slideout for Fail (API Only)
NXT-69488,general-product,,Financials,Story,Done Done,Fin - Create Custom Data Points with Business Rules
NXT-69489,general-product,,PE Insights,Story,Done Done,WS - Insights - KPI - Inventory Value - Dashboard Screen
NXT-69490,general-product,,PE Insights,Story,Done Done,WS - Insights - KPI - Inventory Value - Details Drawer
NXT-69491,general-product,,PE Insights,Story,Done Done,PE-SC-Insights - KPI - MEQ - Adult Breakfast 0.67
NXT-69492,customer-specific,FD,Accountability,Story,Done Done,Acc DQ - Adams 12 - SchoolCafe - Oracle financial exports
NXT-69493,general-product,,Financials,Story,Done Done,Fin - Posting Activity Log
NXT-69495,general-product,,Item Management,Story,Done Done,IM - Bulk Item - Serving Info Review with Identifiers
NXT-69496,general-product,,Item Management,Story,Done Done,IM - Bulk Item - Manage Servings Slideout
NXT-69501,general-product,,Item Management,Story,New,IM - Bulk Item - Footer Messaging for all Sections
NXT-69503,general-product,,SCTV,Story,Done Done,SCTV+ - Compact Card
NXT-69504,general-product,,Financials,Story,Done Done,Fin - Inactive Data Points
NXT-69519,general-product,,Financials,Story,Done Done,Fin - Template Entries
NXT-69520,general-product,,Financials,Story,Done Done,Fin - Account Mapping — Standalone Page
NXT-69523,general-product,,Item Management,Story,Done Done,IM - Bulk Updates - Inventory Units & Sub-Qty
NXT-69524,general-product,,Item Management,Story,Done Done,IM - Bulk Updates - Pack-Serving Link
NXT-69525,general-product,,Item Management,Story,Done Done,IM - Bulk Updates - Cost/Value & Publishing
NXT-69584,general-product,,Item Management,Story,Story Refinement/Efforting,IM - Bulk Item - Nutrient Filters filtering in All views
NXT-69606,general-product,,System,Story,Done Done,SchoolCafe Testing & Utilities Tool
NXT-69710,customer-specific,FD,Accountability,Story,Done Done,FO - Attendance  > Monthly Entry Type> Bulk Entry tool > Allow partial entry for Either AF or ADA
NXT-69732,general-product,,Financials,Story,New,Data Changed Column: Clickable Site Drilldown
NXT-69733,general-product,,Financials,Story,New,Sites Column: Clickable Site Status Drilldown
NXT-69738,general-product,,Accountability,Story,Done Done,"ACC - Square > Device Configuration Setup Page  Filters, Revoke butt, New Auth button, and Main Grid"
NXT-69781,general-product,,Accountability,Story,New,Acc (Multi-Tenant) - Reports - Meal Participation
NXT-69782,general-product,,Accountability,Story,New,Acc (MT) - Reports - Participation
NXT-69791,general-product,,PE Insights,Story,Done Done,WS - Insights - KPI - Inventory Turnover Rate- Benchmark Config Screen (PE)
NXT-69792,general-product,,PE Insights,Story,Done Done,WS - Insights - KPI - Inventory Turnover Rate - Details Drawer
NXT-69805,migration,,Platform - Data Exchange,Story,New,District Migration-Inventory Module Migration
NXT-69811,general-product,,PE Insights,Story,Done Done,WS - Insights- KPI Metric Text - Use static text
NXT-69848,general-product,,Menu Planning,Story,Done Done,Menu Analysis - Site Performance - Planned Accuracy Metric & Slide out
NXT-69849,general-product,,Menu Planning,Story,Done Done,Menu Analysis - Site Performance - Produced Accuracy Metric & Slide out
NXT-69850,migration,,Platform - Data Exchange,Story,Done Done,District Migration-Mankato Area Public Schools ISD 77
NXT-69852,general-product,,Accountability,Story,Done Done,ACC -  Credit Card Terminals Page > Add and Edit Functions
NXT-69853,general-product,,Accountability,Story,Done Done,ACC - Credit Card Terminals > Square > Reminders
NXT-69860,general-product,,Production,Story,Done Done,Insights- Waste KPI - Food Waste % calculation & Card Enhancement
NXT-69861,general-product,,Production,Story,Done Done,Menu Analysis - Food Waste % calculation Revision (API)
NXT-69862,general-product,,Menu Planning,Story,Done Done,Menu Analysis - Scoring Metric Update - Include Reach Score in Overall Scoring
NXT-69863,general-product,,Menu Planning,Story,Done Done,Menu Analysis -Item Performance - Provide Filter sliders for Days Served and Schools Served
NXT-69864,general-product,,Menu Planning,Story,Done Done,Menu Analysis -Dashboard - Item Performance - Provide Filter sliders for Days Served and Schools Served
NXT-69866,general-product,,Production,Story,Done Done,Menu Analysis - Site Performance - Food Waste % Metric and Slide out
NXT-69867,general-product,,Menu Planning,Story,Done Done,Menu Analysis - Multi Site Selection 
NXT-69870,general-product,,Menu Planning,Story,Done Done,Menu Analysis - Item Performance - Menu item Drill down Page Updates
NXT-69933,general-product,,Financials,Story,Done Done,FIN - Post Reimbursements Due on Claim Creation (with Period Close Fallback)
NXT-69959,general-product,,Financials,Story,Done Done,FIN - Update Revenue Data Points
NXT-69972,general-product,,Financials,Story,New,FIN - Posting Activity Log Notifications
NXT-69980,general-product,,Accountability,Story,Done Done,POS - Credit Cards > Square Integration > Square Transaction Feature
NXT-69981,general-product,,Financials,Story,New,FIN - Backend Posting Logic for FO
NXT-69982,general-product,,Eligibility,Story,Done Done,"Eligibility - Forms Framework - Add/update necessary operations, and permissions "
NXT-70000,general-product,,Menu Planning,Enhancement,Done Done,MP - Menu Costing report -  Consider the average cost of child menu items for the VMI cost. 
NXT-70001,general-product,,Accountability,Story,Done Done,ACC - Reports > Revenue Report > Square Integration > New column and option
NXT-70002,general-product,,Accountability,Story,Done Done,ACC - Reports > Activity Report > Square Integration
NXT-70013,general-product,,Accountability,Story,Done Done,ACC - Sessions > Add and Edit Transaction > Square changes
NXT-70014,general-product,,Accountability,Story,Done Done,ACC - Transactions > Square Integration > New Filter behaviors
NXT-70030,general-product,,Accountability,Story,Story Refinement/Efforting,Acc (Multi-Tenant) - Reports - Meal Participation (Additional reports)
NXT-70032,general-product,,SCTV,Enhancement,Done Done,"SCTV+ - Overlay Card should have initial background as ""White"" and color as ""Black"" & Calories should Show [0 CAL] "
NXT-70053,general-product,,Accountability,Story,Done Done,POS - Credit Cards > Square Integration > Square Transaction Feature > Additional Messaging and Alerts
NXT-70065,general-product,,Financials,Story,New,FIN - Ready to Post Queue
NXT-70066,general-product,,Financials,Story,New,FIN - Summary Cards Redesign
NXT-70067,general-product,,Financials,Story,New,FIN - Failed Job Prioritization & Attention Routing
NXT-70068,general-product,,Financials,Story,New,FIN - Enhanced Completed Job Detail Panels
NXT-70069,general-product,,Financials,Story,New,FIN - Automatic Posting Awareness Banner
NXT-70073,general-product,,Financials,Story,New,Sites Column Drilldown on Periods Page
NXT-70074,general-product,,Financials,Story,New,FIN - Warning When Closing Period with Open Sites
NXT-70075,general-product,,Financials,Story,New,FIN - Period Context in Action Modals
NXT-70092,general-product,,Eligibility,Story,Done Done,Eligibility - Forms Framework - Form Configuration - Add ability to add/update Forms (UI)
NXT-70093,general-product,,Financials,Story,Story Refinement/Efforting,Base Type Fallback When Account Category Is Blank
NXT-70111,general-product,,Financials,Story,New,Auto-Reprocess Failed Posting Jobs After GL Mapping Is Completed
NXT-70119,general-product,,SCTV,Enhancement,Done Done,"SCTV+ - Update logo, colors. Move Fabric Server reference to SuperAdmin logins."
NXT-70122,general-product,,SCTV,Enhancement,New,SCTV+ - SSO Login
NXT-70123,general-product,,SCTV,Enhancement,Done Done,SCTV+ - Device - Schedule Timing updates
NXT-70124,general-product,,Family Hub,Story,Done Done,FamPortal - Website - Remove certain references within reCAPTCHA for compliance
NXT-70125,general-product,,SCTV,Enhancement,Done Done,SCTV+ - Image Library - Changes to view
NXT-70150,general-product,,Inventory,Story,Testing,INV - Orders & Receipts - Quick Receipt Updates
NXT-70186,general-product,,System,Story,Ready for Development,SC - MT - Multiple Parents
NXT-70187,general-product,,PE Insights,Story,Future Merge,WS - Insights - Benchmark Configuration -Disable all the controls while the grid is loading
NXT-70189,general-product,,Family Hub,Enhancement,New,FamPortal - School Menus - Hide custom allergens
NXT-70191,general-product,,PE Insights,Story,Done Done,WS - Insights - KPI - Inventory Value - Schoolie
NXT-70192,general-product,,PE Insights,Story,Done Done,WS - Insights - KPI - Inventory Turnover Rate - Schoolie
NXT-70193,general-product,,Financials,Story,Done Done,FIN - Bulk Actions Mode
NXT-70194,general-product,,Financials,Story,New,Revenue Category Groups & Program Filter
NXT-70214,customer-specific,FD,Accountability,Story,Done Done,FO - Accountability > Transactions > Exceptions > Do not allow exceptions adjustments during a closed period.
NXT-70215,customer-specific,FD,Accountability,Story,Story Refinement/Efforting,FO - Accountability  > Claims > SNP Reports > Standard Export > Show Actual Claim data (Archive) and add generation date note.
NXT-70216,general-product,,System,Story,Future Merge,Update System Module to use SC License Management.
NXT-70218,general-product,,Accountability,Story,Story Refinement/Efforting,ACC - Credit Card Terminals > Square > Auto Renew Authorization Token.
NXT-70220,general-product,,PE Insights,Story,Future Merge,WS-Insights-Inventory Value-Custom Date selection-Show the Inventory Value when the period exists.
NXT-70221,general-product,,System,Story,New,SC -License enhancements.
NXT-70249,general-product,,System,Story,Future Merge,Change District Popup Enhancement
NXT-70255,general-product,,SCTV,Story,Story Refinement/Efforting,SCTV+ - Automated Schedule Playback
NXT-70290,general-product,,System,Story,In Progress,"package upgrade in System module - ( TypeScript, node, react and kendo etc)"
NXT-70295,general-product,,Financials,Story,Done Done,FIN - Automated GL Posting from Inventory Period Close
NXT-70296,general-product,,Financials,Story,Done Done,FIN - Add Cost of Foods Used to Profit & Loss Report
NXT-70304,general-product,,Financials,Story,Done Done,FIN - Automate Sales Tax Liability Posting via System-Defined Entry Types
