key,label,request_type,module,issuetype,status,summary
NXT-72262,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Security - API - PE
NXT-72266,general-product,,Production,Story,Testing,PR - Plan - View Mode
NXT-72267,general-product,,Production,Story,Pull Request,PR - Plan - Initial Plan Incomplete Edit
NXT-72268,general-product,,Production,Story,Testing,PR - Plan - Edit after Plan Complete
NXT-72269,general-product,,Production,Story,PO Review,PR - Production Record Configuration - New Page
NXT-72270,general-product,,Production,Story,In Progress,PR - Production Record Configurations - Track Additional Meals/Trays
NXT-72271,general-product,,Production,Story,In Progress,PR - Production Record Configuration - Tracking/Naming Non Reimbursable Servings 
NXT-72281,general-product,,Production,Story,In Progress,PR - Record - Menu Item Offering Overview
NXT-72282,general-product,,Production,Story,In Progress,PR - Record - Require Signature and timestamp
NXT-72283,general-product,,Production,Story,Mini Demo,PR - Record - Personnel Process
NXT-72284,general-product,,Production,Story,In Progress,PR - Production Record Configuration - Capture History
NXT-72286,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Security - Enforcement - Insights Screen
NXT-72287,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Security - Enforcement - Menu Screen
NXT-72288,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Security - Sites Trimming - SC API & Indicator
NXT-72289,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Security - Sites Trimming - Dashbaord
NXT-72290,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Security - Sites Trimming - Drawers
NXT-72291,general-product,,Production,Story,In Progress,PR - Record - Temperature Tracking Based on configuration 
NXT-72292,general-product,,Production,Story,In Progress,PR - Record - Inventory Designation
NXT-72293,general-product,,Production,Story,In Progress,PR - Record - Show Cost per serving for each menu item
NXT-72294,general-product,,Global Catalog,Story,Future Merge,GC- MDM Portal - Logon to GC Portal site from School Cafe and PrimeroEdge should maintain the District and User (SSO)
NXT-72306,general-product,,Production,Story,Testing,PR - Plan - Food Required redesign and calculation
NXT-72307,general-product,,Production,Story,Pull Request,PR - Record - Food Used redesign and calculation
NXT-72308,general-product,,Production,Story,In Progress,PR - Quantities Calculations 
NXT-72309,general-product,,Production,Story,New,PR - Reports - Production Record/Form with configuration
NXT-72342,general-product,,Global Catalog,Story,Committed,GC - SC - IM -Upload items -Search results - Select items-  Create a new onboarding session for items selected for importing in to SC district
NXT-72345,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Schoolie  - Config Drawer
NXT-72346,general-product,,Global Catalog,Story,Future Merge,GC - PE - Cybersoft Catalog - Unpublish the items that are customer sourced and not show in search results of item catalog. 
NXT-72356,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Schoolie  - Settings Drawer
NXT-72357,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Schoolie  - Workspace Prompt from Config
NXT-72358,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Schoolie  - Dashboard Prompt from Config
NXT-72362,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Schoolie  - Drawers Add AI Analysis
NXT-72363,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Schoolie  - Drawer Template
NXT-72369,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Schoolie  - Caching
NXT-72370,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Schoolie  - Compare Sites
NXT-72371,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Schoolie  - Trend Analysis
NXT-72372,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Schoolie  - Service Layer
NXT-72373,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Schoolie  - Feedback
NXT-72379,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Schoolie  - Feedback Usage Dashboard
NXT-72380,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Schoolie  - Feedback Usage AI
NXT-72381,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Schoolie  - Feedback Usage Download
NXT-72383,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Usage - Framework
NXT-72384,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Usage - App & Page
NXT-72385,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Usage - Insights Page
NXT-72386,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Usage - Menu Analysis Page
NXT-72387,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Usage - Reports Page
NXT-72389,general-product,,Global Catalog,Story,In Progress,GC - MDM - Review Queue- Ability to edit the general information tab
NXT-72390,general-product,,Global Catalog,Story,Testing,GC - MDM - Review Items - Results Grid columns
NXT-72391,general-product,,Global Catalog,Story,In Progress,GC - MDM - Search page - Ability to View/Add/delete images and documents while adding /editing an item
NXT-72431,general-product,,PE Insights,Story,Ready For Testing,Insights - Downloads - Framework
NXT-72433,general-product,,Global Catalog,Enhancement,Testing,"GC - PE - Item Catalog - Export ingredients only and export ingredients +stock items options - serving weight unit should match with how import function is expecting the data, "
NXT-72434,general-product,,Global Catalog,Story,Future Merge,GC - SC - Cybersoft Catalog - Unpublish the items that are customer sourced and not show in search results of item catalog.
NXT-72438,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Usage - App Dashboard
NXT-72439,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Usage - App Dashboard - Schoolie Analysis
NXT-72442,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Usage - App Dashboard - Event List
NXT-72445,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Usage - App Dashboard - Session Detail
NXT-72446,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Usage - App Dashboard - Day & Time
NXT-72448,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Usage - App Dashboard - Funnel
NXT-72449,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Usage - Settings
NXT-72451,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Usage - Reports Dashboard
NXT-72499,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Usage - Insights Dashboard
NXT-72502,general-product,,Global Catalog,Story,In Progress,GC - MDM - Review Queue page - Ability to View/Add/delete images and documents while approving an item
NXT-72503,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Usage - Insights Dashboard - User Detail
NXT-72504,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Usage - Reports Dashboard - User Detail
NXT-72505,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Usage - Reports Dashboard - Schoolie Analysis
NXT-72506,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Usage - Insights Dashboard - Schoolie Analysis
NXT-72598,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Usage - Menu Analysis Dashboard
NXT-72599,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Usage - Menu Analysis Dashboard - Schoolie Analysis
NXT-72600,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Full Download - Framework
NXT-72659,general-product,,PE Insights,Story,PO Review,WS > PE & SC > Insights > Implement Progress Messages for Long-Running Loader
NXT-72677,general-product,,Platform - Data Exchange,Story,Story Refinement/Efforting,Photo Import - Only One at a Time
NXT-72690,general-product,,System,Story,New,Enhance Background with image (custom Image) on Login Page
NXT-72705,general-product,,PE Insights,Story,New,Insights - Downloads - MPLH
NXT-72706,general-product,,PE Insights,Story,Testing,Insights - Downloads - PNA
NXT-72707,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Downloads - ENP
NXT-72708,general-product,,PE Insights,Story,Ready For Testing,Insights - Downloads - Waste
NXT-72709,general-product,,PE Insights,Story,Testing,Insights - Downloads - Breakfast
NXT-72710,general-product,,PE Insights,Story,Testing,Insights - Downloads - Lunch
NXT-72711,general-product,,PE Insights,Story,Ready For Testing,Insights - Downloads - Meals
NXT-72712,general-product,,PE Insights,Story,Testing,Insights - Downloads - Revenue
NXT-72713,general-product,,PE Insights,Story,Ready For Testing,Insights - Downloads - Supper
NXT-72714,general-product,,PE Insights,Story,Testing,Insights - Downloads - Snack
NXT-72715,general-product,,PE Insights,Story,Ready For Testing,Insights - Downloads - MEQs
NXT-72716,general-product,,PE Insights,Story,Ready For Testing,Insights - Downloads - Eco Dis
NXT-72718,general-product,,PE Insights,Story,Ready For Testing,Insights - Downloads - Inventory Value
NXT-72719,general-product,,PE Insights,Story,Ready For Testing,Insights - Downloads - Turnover
NXT-72720,general-product,,PE Insights,Story,Ready For Testing,Insights - Downloads - Discrepency
NXT-72721,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Downloads - Dashboard
NXT-72722,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Full Download - MPLH
NXT-72723,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Full Download - PNA
NXT-72724,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Full Download - ENP
NXT-72725,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Full Download - Waste
NXT-72726,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Full Download - Breakfast
NXT-72727,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Full Download - Lunch
NXT-72728,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Full Download - Supper
NXT-72729,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Full Download - Snack
NXT-72730,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Full Download - Inventory Value
NXT-72731,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Full Download - Turnover
NXT-72732,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Full Download - MEQs
NXT-72733,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Full Download - Meals
NXT-72734,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Full Download - Eco Dis
NXT-72735,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Full Download - Revenue
NXT-72736,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Full Download - Discrepency
NXT-72738,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Reports - Dashboard
NXT-72739,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Reports - Starred Section
NXT-72740,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Reports - Full Directory
NXT-72742,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Reports - Run Reports
NXT-72743,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Reports - Recent Reports
NXT-72744,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Reports - Config Drawer
NXT-72746,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Reports - Email Report
NXT-72747,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Reports - Distribute Report
NXT-72748,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Reports - Notification
NXT-72750,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Reports - Manage Starred Reports
NXT-72753,general-product,,Financials,Story,New,Payroll Import Duplicate Detection and Overwrite Previous Import
NXT-72755,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Telemetry - Standards
NXT-72757,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Telemetry - Shared Event Model
NXT-72758,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Telemetry - Unified Logger Framework
NXT-72760,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Telemetry - Session & Correlation Framework
NXT-72762,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Telemetry - Error Tracking Framework
NXT-72764,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Telemetry - Performance Tracking Framework
NXT-72766,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Telemetry - Migrate Usage
NXT-72767,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Telemetry - Unified Session Timeline
NXT-72770,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Telemetry - App Health Dashboard
NXT-72771,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Telemetry - Errors Dashboard
NXT-72772,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Telemetry - Performance Dashboard
NXT-72773,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Telemetry - Sessions Dashboard
NXT-72774,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Telemetry - Reliability Dashboard
NXT-72776,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Telemetry - Settings update
NXT-72790,customer-specific,FD,Item Management,Story,Story Refinement/Efforting,IM - Item Config - Menu Item Categories - allow Cybersoft categories to be disabled for POS Item
NXT-72794,general-product,,Account Management,Enhancement,In Progress,Acct Mgmt - Accounts - Fix Weekly Checkbox Display/Export
NXT-72795,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Telemetry - Backend & Data Architecture
NXT-72798,general-product,,Family Hub,Enhancement,Release Testing,Fam.Portal - Apps/Forms - USDA Regulatory updates for Race/Ethnicity Collection
NXT-72799,general-product,,Family Hub,Enhancement,Release Testing,Eligibility - Forms - Application Details - Verify Race options for Middle Eastern or North African (MENA) and South Asian
NXT-72800,general-product,,Account Management,Enhancement,Testing,Acct Mgmt - Accounts - Student Details - Add Race options for Middle Eastern or North African (MENA) and South Asian
NXT-72802,general-product,,Eligibility,Enhancement,In Progress,Forms - Manage Forms/Letter Templates - Create & add support for a new default Letter Type for all new forms (If configured)
NXT-72847,general-product,,Menu Planning,Story,In Progress,MP - Menu Cycle - New Cycle
NXT-72849,general-product,,Menu Planning,Story,In Progress,MP - Menu Cycle - Standard Mode
NXT-72850,general-product,,Menu Planning,Story,Story Refinement/Efforting,MP - Menu Cycle - Planner mode
NXT-72851,general-product,,Menu Planning,Story,Story Refinement/Efforting,MP - Menu Cycle - Planner - Update Items & Counts
NXT-72852,general-product,,Menu Planning,Story,Story Refinement/Efforting,MP - Menu Cycle - Planner - Update Items & Counts - Add mode
NXT-72853,general-product,,Menu Planning,Story,Story Refinement/Efforting,MP - Menu Cycle - Planner - Update Serving Details
NXT-72854,general-product,,Menu Planning,Story,Story Refinement/Efforting,MP - Menu Cycle - Planner - Update Sorting
NXT-72912,general-product,,Menu Planning,Story,Ready for Development,MP - Menu Cycle - Analysis Bar
NXT-72914,general-product,,Menu Planning,Story,Ready for UX,MP - Menu Cycle - Planner - Analysis UI Interactive Updates
NXT-72916,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Usage - Schoolie Dashboard
NXT-72918,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Usage - Schoolie Overview Tab
NXT-72919,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Usage - Schoolie Adoption Tab
NXT-72920,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Usage - Schoolie Engagement Tab
NXT-72921,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Usage - Schoolie Satisfaction Tab
NXT-72922,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Usage - Schoolie Operational Health
NXT-72923,general-product,,PE Insights,Story,Story Refinement/Efforting,Insights - Usage - Schoolie Drawers
NXT-72948,general-product,,Global Catalog,Story,Ready For Testing,"GC- PE - Enhance search by uploading a file match criteria to include new column data ingredient name, manufacturer, brand-  [Part 2]"
NXT-72966,general-product,,PE Insights,Story,In Progress,Insights-PE-API- Implement CancellationToken Support Across all API
NXT-72968,general-product,,Global Catalog,Story,In Progress,GC - MDM - Review queue - Support for three pack sizes on stock item info tab.
NXT-72995,general-product,,Global Catalog,Story,In Progress,"GC - MDM - My Items page - Mapping District items to Cybersoft catalog items -prerequisite for getting updates, recipes etc.."
NXT-72998,general-product,,Global Catalog,Story,Committed,GC - MDM - Search - Support for three pack sizes on Pack Size tab.
NXT-73000,general-product,,SCTV,Enhancement,PO Review,"TV+ - Background Image filters including Transparency, Blur and Brightness"
NXT-73001,general-product,,Global Catalog,Story,Committed,GC - MDM - Pending Updates - Grid for displaying the available updates by comparing the district item and Cybersoft catalog item information.
NXT-73018,general-product,,Platform - Data Exchange,Story,Testing,DE – Allow file upload up to 300 MB
NXT-73033,general-product,,Inventory,Story,Story Refinement/Efforting,INV - Orders - Receipt Details - Item Price Details Enhancement Slide-out
NXT-73061,general-product,,PE Insights,Story,Ready For Testing,PE-Insights-EcoDis-Cache values of the EcoDis API so that these values can be used for PNA and ENP
NXT-73217,general-product,,Menu Planning,Story,New,MP - Meal Patterns - CACFP - Update Milk Varieties Based on Final Rule
NXT-73278,customer-specific,FD,Accountability,Enhancement,In Progress,Acc-Wadena- Deer Creek Public Schools - Edit Check notation question
NXT-73258,general-product,,Menu Planning,Story,New,MP - Meal Patterns - USDA 14+ - Update Milk Varieties Based on Final Rule
NXT-73276,general-product,,SCTV,Enhancement,In Progress,SCTV+ - ST - Display Allergens
NXT-73277,general-product,,SCTV,Enhancement,In Progress,"SCTV+ - ST - Menu Planning - Image Controls, Stack option for Double Row"
NXT-73281,migration,,Platform - Data Exchange,Story,New,Washburn - Post Migration Observations & Fixes
NXT-73286,general-product,,Financials,Story,New,FIN — Import & Export Log with Reverse Import
NXT-73287,general-product,,Eligibility,Story,Ready for Development,Eligibility - Other Forms - Edit Form App. Details - Delete
NXT-73288,general-product,,Eligibility,Story,Ready for Development,"Eligibility - Other Forms - Edit Form App. Details - Application Image, Export"
NXT-73289,general-product,,Eligibility,Story,Ready for Development,Eligibility - Other Forms - Edit Form App. Details - Notify
NXT-73290,general-product,,Eligibility,Story,New,Eligibility - Other Forms - Edit Form App. Details - Refuse Benefits
NXT-73303,general-product,,Financials,Story,New,FIN — Reverse Import: Opening Balance Import
NXT-73304,general-product,,Financials,Story,New,FIN — Reverse Import: Payroll Import
NXT-73305,general-product,,Menu Planning,Story,New,MP - Menu Analysis - Considering Varieties based on Final Milk Rule
NXT-73306,general-product,,Menu Planning,Story,New,MP - Menu Cycle Analysis - Considering Varieties based on Final Milk Rule
NXT-73307,general-product,,Menu Planning,Story,New,PR- Pre/Post Production Analysis - Considering Varieties based on Final Milk Rule
NXT-73308,general-product,,Menu Planning,Story,New,MP - Menu Cycle Analysis - Sat Fat Exclusion for SBP Weekly analysis
NXT-73309,general-product,,Menu Planning,Story,New,PR - Pre and Post Production Analysis - Sat Fat Exclusion for SBP Weekly analysis
NXT-73310,general-product,,Menu Planning,Story,New,MP - Menu Cycle Analysis - Sat Fat Exclusion for NSLP Weekly analysis
NXT-73311,general-product,,Menu Planning,Story,New,PR - Pre and Post Analysis - Sat Fat Exclusion for NSLP Weekly analysis
NXT-73313,general-product,,PE Insights,Story,In Progress,PE-SC Insights-AI Assistant-CSS changes
NXT-73314,general-product,,Eligibility,Story,Story Refinement/Efforting,Eligibility - Other Forms - History Drawer
NXT-73315,general-product,,Eligibility,Story,Story Refinement/Efforting,Eligibility - Configuration - Form Configuration - Forms History Drawer
NXT-73316,general-product,,Eligibility,Story,Story Refinement/Efforting,Eligibility - Configuration - Form Configuration - Prevent certain Form config changes
NXT-73317,general-product,,Account Management,Story,Story Refinement/Efforting,Acct Mgmt - Accounts - Details - Display Form Notifications in Correspondence section
NXT-73326,general-product,,Financials,Story,New,FIN — Reverse Import: GL Accounts Import
