id,title,platform,module,content_type,source_url,local_pdf,status,drift_status,retrieved_at,extracted_at,sensitive_url,error,raw_markdown_path,curated_markdown_path,raw_text_sha256,software_version,source_updated,created_at,updated_at
GUIDE-075,View and Modify an Order Quick Guide,SC,Inventory,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/Inventory/Modify_Order_Quick_Guide.pdf,raw/guides/pdf/SC/Inventory/Quick-Guide/GUIDE-075-view-and-modify-an-order-quick-guide.pdf,draft_extracted,clean,2026-05-13T20:07:04+00:00,2026-05-18T20:39:47+00:00,false,,raw/guides/markdown/SC/Inventory/Quick-Guide/GUIDE-075-view-and-modify-an-order-quick-guide.raw.md,raw/guides/markdown/SC/Inventory/Quick-Guide/GUIDE-075-view-and-modify-an-order-quick-guide.md,c7699618b60a2223,6.3,3/29/2023,2026-05-13T20:23:05+00:00,2026-05-18T20:52:02+00:00
GUIDE-076,Create a Receipt Quick Guide,SC,Inventory,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/Inventory/Create_Receipt_Quick_Guide.pdf,raw/guides/pdf/SC/Inventory/Quick-Guide/GUIDE-076-create-a-receipt-quick-guide.pdf,draft_extracted,clean,2026-05-13T20:07:04+00:00,2026-05-18T20:39:47+00:00,false,,raw/guides/markdown/SC/Inventory/Quick-Guide/GUIDE-076-create-a-receipt-quick-guide.raw.md,raw/guides/markdown/SC/Inventory/Quick-Guide/GUIDE-076-create-a-receipt-quick-guide.md,0f8a83eac2ced87c,6.3,3/31/2023,2026-05-13T20:23:05+00:00,2026-05-18T20:52:03+00:00
GUIDE-077,Create a Quick Receipt Quick Guide,SC,Inventory,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/Inventory/Create_Quick_Receipt_Quick_Guide.pdf,raw/guides/pdf/SC/Inventory/Quick-Guide/GUIDE-077-create-a-quick-receipt-quick-guide.pdf,draft_extracted,clean,2026-05-13T20:07:05+00:00,2026-05-18T20:39:48+00:00,false,,raw/guides/markdown/SC/Inventory/Quick-Guide/GUIDE-077-create-a-quick-receipt-quick-guide.raw.md,raw/guides/markdown/SC/Inventory/Quick-Guide/GUIDE-077-create-a-quick-receipt-quick-guide.md,3ee245dfb42a16a0,6.3,3/27/2023,2026-05-13T20:23:05+00:00,2026-05-18T20:52:03+00:00
GUIDE-078,Create a Transfer Quick Guide,SC,Inventory,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/Inventory/Create_Transfer_Quick_Guide.pdf,raw/guides/pdf/SC/Inventory/Quick-Guide/GUIDE-078-create-a-transfer-quick-guide.pdf,draft_extracted,clean,2026-05-13T20:07:05+00:00,2026-05-18T20:39:48+00:00,false,,raw/guides/markdown/SC/Inventory/Quick-Guide/GUIDE-078-create-a-transfer-quick-guide.raw.md,raw/guides/markdown/SC/Inventory/Quick-Guide/GUIDE-078-create-a-transfer-quick-guide.md,138ecbe815d16e0d,6.3,3/28/2023,2026-05-13T20:23:05+00:00,2026-05-18T20:52:03+00:00
GUIDE-079,Create a Withdrawal Quick Guide,SC,Inventory,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/Inventory/Create_Withdrawal_Quick_Guide.pdf,raw/guides/pdf/SC/Inventory/Quick-Guide/GUIDE-079-create-a-withdrawal-quick-guide.pdf,draft_extracted,clean,2026-05-13T20:07:06+00:00,2026-05-18T20:39:48+00:00,false,,raw/guides/markdown/SC/Inventory/Quick-Guide/GUIDE-079-create-a-withdrawal-quick-guide.raw.md,raw/guides/markdown/SC/Inventory/Quick-Guide/GUIDE-079-create-a-withdrawal-quick-guide.md,187a6df081215eb6,6.3,3/24/2023,2026-05-13T20:23:05+00:00,2026-05-18T20:52:03+00:00
GUIDE-080,Create a Menu Using the Standard Method Quick Guide,SC,Menu Planning,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/MenuPlanning/Create_Menu_Standard_Method_Quick_Guide.pdf,raw/guides/pdf/SC/Menu-Planning/Quick-Guide/GUIDE-080-create-a-menu-using-the-standard-method-quick-guide.pdf,draft_extracted,clean,2026-05-13T20:07:06+00:00,2026-05-18T20:39:48+00:00,false,,raw/guides/markdown/SC/Menu-Planning/Quick-Guide/GUIDE-080-create-a-menu-using-the-standard-method-quick-guide.raw.md,raw/guides/markdown/SC/Menu-Planning/Quick-Guide/GUIDE-080-create-a-menu-using-the-standard-method-quick-guide.md,949639b5eec327b7,6.4,12/4/2023,2026-05-13T20:23:05+00:00,2026-05-18T20:52:03+00:00
GUIDE-081,Menu Item Quick List Quick Guide,SC,Menu Planning,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/MenuPlanning/Menu_Item_Quick_List_Quick_Guide.pdf,raw/guides/pdf/SC/Menu-Planning/Quick-Guide/GUIDE-081-menu-item-quick-list-quick-guide.pdf,draft_extracted,clean,2026-05-13T20:07:07+00:00,2026-05-18T20:39:48+00:00,false,,raw/guides/markdown/SC/Menu-Planning/Quick-Guide/GUIDE-081-menu-item-quick-list-quick-guide.raw.md,raw/guides/markdown/SC/Menu-Planning/Quick-Guide/GUIDE-081-menu-item-quick-list-quick-guide.md,b40acde204869046,6.4,12/4/2023,2026-05-13T20:23:05+00:00,2026-05-18T20:52:03+00:00
GUIDE-082,Create a Menu Cycle Using the Standard Method Quick Guide,SC,Menu Planning,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/MenuPlanning/Create_Menu_Cycle_Standard_Method_Quick_Guide.pdf,raw/guides/pdf/SC/Menu-Planning/Quick-Guide/GUIDE-082-create-a-menu-cycle-using-the-standard-method-quick-guide.pdf,draft_extracted,clean,2026-05-13T20:07:07+00:00,2026-05-18T20:39:48+00:00,false,,raw/guides/markdown/SC/Menu-Planning/Quick-Guide/GUIDE-082-create-a-menu-cycle-using-the-standard-method-quick-guide.raw.md,raw/guides/markdown/SC/Menu-Planning/Quick-Guide/GUIDE-082-create-a-menu-cycle-using-the-standard-method-quick-guide.md,33205195c634be05,6.4,12/4/2023,2026-05-13T20:23:05+00:00,2026-05-18T20:52:04+00:00
GUIDE-083,Menu Planner Quick Guide,SC,Menu Planning,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/MenuPlanning/Menu_Planner_Quick_Guide.pdf,raw/guides/pdf/SC/Menu-Planning/Quick-Guide/GUIDE-083-menu-planner-quick-guide.pdf,draft_extracted,clean,2026-05-13T20:07:08+00:00,2026-05-18T20:39:49+00:00,false,,raw/guides/markdown/SC/Menu-Planning/Quick-Guide/GUIDE-083-menu-planner-quick-guide.raw.md,raw/guides/markdown/SC/Menu-Planning/Quick-Guide/GUIDE-083-menu-planner-quick-guide.md,2a02fe64cef9bc06,7.0,1/11/2024,2026-05-13T20:23:05+00:00,2026-05-18T20:52:04+00:00
GUIDE-084,Complete a Production Plan Quick Guide,SC,Production,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/Production/Complete_Production_Plan_Quick_Guide.pdf,raw/guides/pdf/SC/Production/Quick-Guide/GUIDE-084-complete-a-production-plan-quick-guide.pdf,draft_extracted,clean,2026-05-13T20:07:08+00:00,2026-05-18T20:39:49+00:00,false,,raw/guides/markdown/SC/Production/Quick-Guide/GUIDE-084-complete-a-production-plan-quick-guide.raw.md,raw/guides/markdown/SC/Production/Quick-Guide/GUIDE-084-complete-a-production-plan-quick-guide.md,74ac58337385518c,6.3,3/20/2023,2026-05-13T20:23:05+00:00,2026-05-18T20:52:04+00:00
GUIDE-085,Complete a Production Record Quick Guide,SC,Production,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/Production/Complete_Production_Record_Quick_Guide.pdf,raw/guides/pdf/SC/Production/Quick-Guide/GUIDE-085-complete-a-production-record-quick-guide.pdf,draft_extracted,clean,2026-05-13T20:07:09+00:00,2026-05-18T20:39:49+00:00,false,,raw/guides/markdown/SC/Production/Quick-Guide/GUIDE-085-complete-a-production-record-quick-guide.raw.md,raw/guides/markdown/SC/Production/Quick-Guide/GUIDE-085-complete-a-production-record-quick-guide.md,eeb4ae2579c8c620,6.3,3/23/2023,2026-05-13T20:23:05+00:00,2026-05-18T20:52:04+00:00
GUIDE-086,Complete a Production Adjustment Quick Guide,SC,Production,Quick Guide,https://s3.us-east-1.amazonaws.com/docs.schoolcafe.com/Production/Complete_Production_Adjustment_Quick_Guide.pdf,raw/guides/pdf/SC/Production/Quick-Guide/GUIDE-086-complete-a-production-adjustment-quick-guide.pdf,draft_extracted,clean,2026-05-13T20:07:09+00:00,2026-05-18T20:39:49+00:00,false,,raw/guides/markdown/SC/Production/Quick-Guide/GUIDE-086-complete-a-production-adjustment-quick-guide.raw.md,raw/guides/markdown/SC/Production/Quick-Guide/GUIDE-086-complete-a-production-adjustment-quick-guide.md,81c32d5f9fcc6d29,6.3,3/24/2023,2026-05-13T20:23:05+00:00,2026-05-18T20:52:05+00:00
